date,close,simulated_close,order_flow,cluster_id,headline,action_random,action_momentum,action_contrarian,action_news
2024-02-15,100.44,97.85987901653074,-1.0,2,Consumer demand shows strong trend,hold,buy,sell,sell
2024-02-16,100.17,97.88007473882068,1.0,1,Regulators propose improving oversight reforms,buy,sell,buy,hold
2024-02-17,99.12,97.8806222974115,0.0,0,Housing market data challenge expectations,hold,buy,sell,hold
2024-02-18,97.7,97.84136128420602,-2.0,2,Energy firms announce weak capital plans,sell,buy,sell,sell
2024-02-19,96.96,97.82239721570068,-1.0,2,Currency markets experience mixed volatility,hold,sell,buy,sell
2024-02-20,98.77,97.80097718289983,-1.0,2,Company A reports stable earnings outlook,hold,sell,buy,sell
2024-02-21,97.16,97.80197076309095,0.0,2,Central bank hints at stable policy stance,buy,sell,buy,sell
2024-02-22,96.95,97.78105621547077,-1.0,2,Commodity prices reshape amid supply shifts,hold,buy,sell,sell
2024-02-23,95.78,97.7799139500044,0.0,1,Tech sector sees improving investment inflows,hold,sell,buy,hold
2024-02-24,96.49,97.7598574351097,-1.0,1,Geopolitical tensions pressure trade routes,sell,sell,buy,hold
2024-02-25,95.92,97.72086732652473,-2.0,2,Consumer demand shows cooling trend,sell,sell,buy,sell
2024-02-26,97.82,97.74220007895245,1.0,1,Regulators propose mixed oversight reforms,buy,sell,buy,hold
2024-02-27,96.86,97.7435982149946,0.0,0,Housing market data support expectations,hold,buy,sell,hold
2024-02-28,97.27,97.7042938288557,-2.0,2,Energy firms announce cooling capital plans,sell,buy,sell,sell
2024-02-29,97.53,97.70490721619399,0.0,2,Currency markets experience improving volatility,buy,sell,buy,sell
2024-03-01,95.76,97.66484256278514,-2.0,2,Company A reports weak earnings outlook,sell,buy,sell,sell
2024-03-02,94.86,97.62202209704581,-2.0,2,Central bank hints at cooling policy stance,sell,sell,buy,sell
2024-03-03,94.22,97.60295471565989,-1.0,2,Commodity prices support amid supply shifts,hold,sell,buy,sell
2024-03-04,92.95,97.60185484867763,0.0,1,Tech sector sees strong investment inflows,hold,sell,buy,hold
2024-03-05,93.79,97.58199307562911,-1.0,1,Geopolitical tensions challenge trade routes,sell,sell,buy,hold
2024-03-06,94.06,97.58294374452574,0.0,2,Consumer demand shows cooling trend,buy,sell,buy,sell
2024-03-07,92.83,97.56184964954397,-1.0,1,Regulators propose cooling oversight reforms,sell,buy,sell,hold
2024-03-08,91.65,97.58048665649821,1.0,0,Housing market data support expectations,buy,sell,buy,hold
2024-03-09,91.66,97.54014236259613,-2.0,2,Energy firms announce improving capital plans,sell,buy,sell,sell
2024-03-10,91.23,97.52106067001425,-1.0,2,Currency markets experience strong volatility,hold,sell,buy,sell
2024-03-11,92.23,97.5010675091417,-1.0,2,Company A reports mixed earnings outlook,hold,sell,buy,sell
2024-03-12,92.09,97.50253381303195,0.0,2,Central bank hints at mixed policy stance,buy,sell,buy,sell
2024-03-13,90.44,97.50335172282338,0.0,2,Commodity prices reshape amid supply shifts,buy,buy,sell,sell
2024-03-14,88.74,97.50479546978765,0.0,1,Tech sector sees mixed investment inflows,hold,buy,sell,hold
2024-03-15,87.8,97.4828859916816,-1.0,1,Geopolitical tensions stabilize trade routes,sell,buy,sell,hold
2024-03-16,86.53,97.4614697879611,-1.0,2,Consumer demand shows weak trend,hold,sell,buy,sell
2024-03-17,86.11,97.481142438814,1.0,1,Regulators propose strong oversight reforms,buy,sell,buy,hold
2024-03-18,85.19,97.50194932121676,1.0,0,Housing market data stabilize expectations,buy,buy,sell,hold
2024-03-19,83.7,97.46037695645933,-2.0,2,Energy firms announce strong capital plans,sell,buy,sell,sell
2024-03-20,83.54,97.44157994857791,-1.0,2,Currency markets experience weak volatility,hold,sell,buy,sell
2024-03-21,84.23,97.4009916131568,-2.0,2,Company A reports improving earnings outlook,sell,sell,buy,sell
2024-03-22,84.53,97.40063958723596,0.0,2,Central bank hints at improving policy stance,buy,sell,buy,sell
2024-03-23,83.19,97.39920905577048,0.0,2,Commodity prices challenge amid supply shifts,buy,sell,buy,sell
2024-03-24,82.75,97.41866540398057,1.0,1,Tech sector sees mixed investment inflows,buy,sell,buy,hold
2024-03-25,82.32,97.4379431713097,1.0,1,Geopolitical tensions stabilize trade routes,buy,buy,sell,hold
2024-03-26,81.93,97.41965997043577,-1.0,2,Consumer demand shows stable trend,hold,buy,sell,sell
2024-03-27,80.29,97.44087373996577,1.0,1,Regulators propose stable oversight reforms,buy,sell,buy,hold
2024-03-28,80.58,97.44013803837348,0.0,0,Housing market data pressure expectations,hold,buy,sell,hold
2024-03-29,80.02,97.44119168708204,0.0,2,Energy firms announce cooling capital plans,buy,sell,buy,sell
2024-03-30,79.41,97.40128539307116,-2.0,2,Currency markets experience improving volatility,sell,buy,sell,sell
2024-03-31,79.4,97.38063306502076,-1.0,2,Company A reports strong earnings outlook,hold,sell,buy,sell
2024-04-01,80.34,97.34210327410094,-2.0,2,Central bank hints at improving policy stance,sell,sell,buy,sell
2024-04-02,80.58,97.32250264769168,-1.0,2,Commodity prices support amid supply shifts,hold,sell,buy,sell
2024-04-03,78.7,97.34352354055791,1.0,1,Tech sector sees cooling investment inflows,buy,sell,buy,hold
2024-04-04,77.75,97.32306509989766,-1.0,1,Geopolitical tensions stabilize trade routes,sell,buy,sell,hold
2024-04-05,78.85,97.28503613939759,-2.0,2,Consumer demand shows weak trend,sell,sell,buy,sell
2024-04-06,80.34,97.30370413980827,1.0,1,Regulators propose improving oversight reforms,buy,sell,buy,hold
2024-04-07,80.53,97.28505240612833,-1.0,0,Housing market data stabilize expectations,sell,buy,sell,hold
2024-04-08,79.09,97.28577857869666,0.0,2,Energy firms announce stable capital plans,buy,sell,buy,sell
2024-04-09,78.62,97.24631291249423,-2.0,2,Currency markets experience improving volatility,sell,buy,sell,sell
