date,close,simulated_close,order_flow,cluster_id,headline,action_random,action_momentum,action_contrarian,action_news
2024-02-27,96.86,98.16248535549796,1.0,0,Housing market data support expectations,buy,sell,buy,hold
2024-02-28,97.27,98.14379293391526,-1.0,1,Energy firms announce cooling capital plans,sell,buy,sell,hold
2024-02-29,97.53,98.1634639502902,1.0,1,Currency markets experience improving volatility,buy,sell,buy,hold
2024-03-01,95.76,98.16357966310802,0.0,1,Company A reports weak earnings outlook,hold,buy,sell,hold
2024-03-02,94.86,98.18342602514302,1.0,1,Central bank hints at cooling policy stance,buy,buy,sell,hold
2024-03-03,94.22,98.20484023165616,1.0,0,Commodity prices support amid supply shifts,buy,buy,sell,hold
2024-03-04,92.95,98.22545237899494,1.0,1,Tech sector sees strong investment inflows,buy,buy,sell,hold
2024-03-05,93.79,98.20485672197535,-1.0,1,Geopolitical tensions challenge trade routes,sell,buy,sell,hold
2024-03-06,94.06,98.16460822499818,-2.0,2,Consumer demand shows cooling trend,sell,sell,buy,sell
2024-03-07,92.83,98.14391226829115,-1.0,1,Regulators propose cooling oversight reforms,sell,sell,buy,hold
2024-03-08,91.65,98.16388191244118,1.0,0,Housing market data support expectations,buy,sell,buy,hold
2024-03-09,91.66,98.18369094949995,1.0,1,Energy firms announce improving capital plans,buy,buy,sell,hold
2024-03-10,91.23,98.18320739421868,0.0,1,Currency markets experience strong volatility,hold,buy,sell,hold
2024-03-11,92.23,98.18359307458688,0.0,1,Company A reports mixed earnings outlook,hold,sell,buy,hold
2024-03-12,92.09,98.16340284310235,-1.0,1,Central bank hints at mixed policy stance,sell,buy,sell,hold
2024-03-13,90.44,98.14333638531137,-1.0,1,Commodity prices reshape amid supply shifts,sell,sell,buy,hold
2024-03-14,88.74,98.1440116266823,0.0,1,Tech sector sees mixed investment inflows,hold,sell,buy,hold
2024-03-15,87.8,98.16354452621644,1.0,1,Geopolitical tensions stabilize trade routes,buy,buy,sell,hold
2024-03-16,86.53,98.16567125893711,0.0,2,Consumer demand shows weak trend,buy,buy,sell,sell
2024-03-17,86.11,98.18511057144693,1.0,1,Regulators propose strong oversight reforms,buy,buy,sell,hold
2024-03-18,85.19,98.1652528764243,-1.0,0,Housing market data stabilize expectations,sell,buy,sell,hold
2024-03-19,83.7,98.18588821376082,1.0,1,Energy firms announce strong capital plans,buy,sell,buy,hold
2024-03-20,83.54,98.20511481298136,1.0,1,Currency markets experience weak volatility,buy,buy,sell,hold
2024-03-21,84.23,98.2236971829362,1.0,1,Company A reports improving earnings outlook,buy,buy,sell,hold
2024-03-22,84.53,98.24446874048759,1.0,1,Central bank hints at improving policy stance,buy,buy,sell,hold
2024-03-23,83.19,98.22473027502964,-1.0,1,Commodity prices challenge amid supply shifts,sell,buy,sell,hold
2024-03-24,82.75,98.24642216597654,1.0,1,Tech sector sees mixed investment inflows,buy,sell,buy,hold
2024-03-25,82.32,98.24687790920038,0.0,1,Geopolitical tensions stabilize trade routes,hold,buy,sell,hold
2024-03-26,81.93,98.24661246587549,0.0,2,Consumer demand shows stable trend,buy,buy,sell,sell
2024-03-27,80.29,98.22818156894496,-1.0,1,Regulators propose stable oversight reforms,sell,sell,buy,hold
2024-03-28,80.58,98.24805715531062,1.0,0,Housing market data pressure expectations,buy,sell,buy,hold
2024-03-29,80.02,98.2670121542205,1.0,1,Energy firms announce cooling capital plans,buy,buy,sell,hold
2024-03-30,79.41,98.28915117506466,1.0,1,Currency markets experience improving volatility,buy,buy,sell,hold
2024-03-31,79.4,98.28935946783362,0.0,1,Company A reports strong earnings outlook,hold,buy,sell,hold
2024-04-01,80.34,98.27027653390498,-1.0,1,Central bank hints at improving policy stance,sell,buy,sell,hold
2024-04-02,80.58,98.28919032755337,1.0,0,Commodity prices support amid supply shifts,buy,sell,buy,hold
2024-04-03,78.7,98.30912140824545,1.0,1,Tech sector sees cooling investment inflows,buy,buy,sell,hold
2024-04-04,77.75,98.31032043723113,0.0,1,Geopolitical tensions stabilize trade routes,hold,buy,sell,hold
2024-04-05,78.85,98.29149821965997,-1.0,2,Consumer demand shows weak trend,hold,buy,sell,sell
2024-04-06,80.34,98.29168899811604,0.0,1,Regulators propose improving oversight reforms,hold,sell,buy,hold
2024-04-07,80.53,98.31150792041971,1.0,0,Housing market data stabilize expectations,buy,buy,sell,hold
2024-04-08,79.09,98.33241080036984,1.0,1,Energy firms announce stable capital plans,buy,buy,sell,hold
2024-04-09,78.62,98.35310941153624,1.0,1,Currency markets experience improving volatility,buy,buy,sell,hold
