date,close,simulated_close,order_flow,cluster_id,headline,action_random,action_momentum,action_contrarian,action_news
2024-03-03,94.22,98.06427116563925,-1.0,0,Commodity prices support amid supply shifts,sell,buy,sell,hold
2024-03-04,92.95,98.06400591911235,0.0,1,Tech sector sees strong investment inflows,hold,sell,buy,hold
2024-03-05,93.79,98.08414288475984,1.0,1,Geopolitical tensions challenge trade routes,buy,sell,buy,hold
2024-03-06,94.06,98.0650339234467,-1.0,2,Consumer demand shows cooling trend,hold,buy,sell,sell
2024-03-07,92.83,98.06516588324538,0.0,1,Regulators propose cooling oversight reforms,hold,sell,buy,hold
2024-03-08,91.65,98.0457733171582,-1.0,0,Housing market data support expectations,sell,buy,sell,hold
2024-03-09,91.66,98.02735697988382,-1.0,1,Energy firms announce improving capital plans,sell,sell,buy,hold
2024-03-10,91.23,98.04723413036211,1.0,1,Currency markets experience strong volatility,buy,sell,buy,hold
2024-03-11,92.23,98.02742695477247,-1.0,1,Company A reports mixed earnings outlook,sell,buy,sell,hold
2024-03-12,92.09,98.0278192269203,0.0,1,Central bank hints at mixed policy stance,hold,sell,buy,hold
2024-03-13,90.44,98.00746036335273,-1.0,1,Commodity prices reshape amid supply shifts,sell,buy,sell,hold
2024-03-14,88.74,98.02733448040973,1.0,1,Tech sector sees mixed investment inflows,buy,sell,buy,hold
2024-03-15,87.8,98.02878276617268,0.0,1,Geopolitical tensions stabilize trade routes,hold,buy,sell,hold
2024-03-16,86.53,97.98788480774816,-2.0,2,Consumer demand shows weak trend,sell,buy,sell,sell
2024-03-17,86.11,97.96994024086398,-1.0,1,Regulators propose strong oversight reforms,sell,sell,buy,hold
2024-03-18,85.19,97.950036991074,-1.0,0,Housing market data stabilize expectations,sell,sell,buy,hold
2024-03-19,83.7,97.92932472146529,-1.0,1,Energy firms announce strong capital plans,sell,sell,buy,hold
2024-03-20,83.54,97.92925141828954,0.0,1,Currency markets experience weak volatility,hold,sell,buy,hold
2024-03-21,84.23,97.91077475005042,-1.0,1,Company A reports improving earnings outlook,sell,sell,buy,hold
2024-03-22,84.53,97.93114639974172,1.0,1,Central bank hints at improving policy stance,buy,sell,buy,hold
2024-03-23,83.19,97.90939790632244,-1.0,1,Commodity prices challenge amid supply shifts,sell,buy,sell,hold
2024-03-24,82.75,97.92969038202548,1.0,1,Tech sector sees mixed investment inflows,buy,sell,buy,hold
2024-03-25,82.32,97.92977010079787,0.0,1,Geopolitical tensions stabilize trade routes,hold,buy,sell,hold
2024-03-26,81.93,97.91010779651855,-1.0,2,Consumer demand shows stable trend,hold,buy,sell,sell
2024-03-27,80.29,97.91000292151509,0.0,1,Regulators propose stable oversight reforms,hold,sell,buy,hold
2024-03-28,80.58,97.92967076270865,1.0,0,Housing market data pressure expectations,buy,sell,buy,hold
2024-03-29,80.02,97.93074911792819,0.0,1,Energy firms announce cooling capital plans,hold,buy,sell,hold
2024-03-30,79.41,97.91296559216157,-1.0,1,Currency markets experience improving volatility,sell,buy,sell,hold
2024-03-31,79.4,97.9129934042418,0.0,1,Company A reports strong earnings outlook,hold,sell,buy,hold
2024-04-01,80.34,97.89439584206676,-1.0,1,Central bank hints at improving policy stance,sell,buy,sell,hold
2024-04-02,80.58,97.89584096495575,0.0,0,Commodity prices support amid supply shifts,hold,sell,buy,hold
2024-04-03,78.7,97.87528220818173,-1.0,1,Tech sector sees cooling investment inflows,sell,buy,sell,hold
2024-04-04,77.75,97.8549027089012,-1.0,1,Geopolitical tensions stabilize trade routes,sell,sell,buy,hold
2024-04-05,78.85,97.85522633858534,0.0,2,Consumer demand shows weak trend,buy,sell,buy,sell
2024-04-06,80.34,97.83492865765425,-1.0,1,Regulators propose improving oversight reforms,sell,buy,sell,hold
2024-04-07,80.53,97.85454798268798,1.0,0,Housing market data stabilize expectations,buy,sell,buy,hold
2024-04-08,79.09,97.8527611150123,0.0,1,Energy firms announce stable capital plans,hold,buy,sell,hold
2024-04-09,78.62,97.8339289451626,-1.0,1,Currency markets experience improving volatility,sell,sell,buy,hold
